provision_id,instrument,instrument_year,provision_type,chapter,section_or_rule,title,topic,summary,relevance_to_ayurveda,relevance_to_traditional_knowledge,relevance_to_biodiversity,relevance_to_patentability,source_url,source_reference,verification_status,notes
IN-PA-83,Patents Act,1970,Section,16,Section 83,General principles applicable to working of patented inventions,Patentability Criteria,Provision relating to general principles applicable to working of patented inventions.,None,None,None,Critical,https://ipindia.gov.in/acts/patent-act-1970/section-83,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-84,Patents Act,1970,Section,16,Section 84,Compulsory licences,compulsory licensing,"Any person interested may make an application to the Controller for grant of compulsory licence on patent after three years from date of grant of a patent on grounds including reasonable requirements of public not satisfied, or invention is not available to public at reasonably affordable price, or invention is not worked in the territory of India.",Medium,Low,Low,Medium,https://ipindia.gov.in/acts/patent-act-1970/section-84,IP-IN-ACT-1970,Verified via Official Index,Can be utilized if patented medicinal products derived from TK are not accessible to the public.
IN-PA-85,Patents Act,1970,Section,16,Section 85,Revocation of patents by the Controller for non-working,Patent Prosecution,Provision relating to revocation of patents by the controller for non-working.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-85,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-86,Patents Act,1970,Section,16,Section 86,"Power of Controller to adjourn applications for compulsory licences, etc., in certain cases",General Administration,"Provision relating to power of controller to adjourn applications for compulsory licences, etc., in certain cases.",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-86,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-87,Patents Act,1970,Section,16,Section 87,Procedure for dealing with applications under sections 84 and 85,General Administration,Provision relating to procedure for dealing with applications under sections 84 and 85.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-87,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-88,Patents Act,1970,Section,16,Section 88,Powers of Controller in granting compulsory licences,Patent Prosecution,Provision relating to powers of controller in granting compulsory licences.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-88,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-89,Patents Act,1970,Section,16,Section 89,General purposes for granting compulsory licences,Patent Prosecution,Provision relating to general purposes for granting compulsory licences.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-89,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-90,Patents Act,1970,Section,16,Section 90,Terms and conditions of compulsory licences,General Administration,Provision relating to terms and conditions of compulsory licences.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-90,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-91,Patents Act,1970,Section,16,Section 91,Licensing of related patents,General Administration,Provision relating to licensing of related patents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-91,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-92,Patents Act,1970,Section,16,Section 92,Special provision for compulsory licences on notifications by Central Government,General Administration,Provision relating to special provision for compulsory licences on notifications by central government.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-92,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-92A,Patents Act,1970,Section,16,Section 92A,Compulsory licence for export of patented pharmaceutical products in certain exceptional circumstances,General Administration,Provision relating to compulsory licence for export of patented pharmaceutical products in certain exceptional circumstances.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-92a,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-93,Patents Act,1970,Section,16,Section 93,Order for licence to operate as a deed between parties concerned,General Administration,Provision relating to order for licence to operate as a deed between parties concerned.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-93,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-94,Patents Act,1970,Section,16,Section 94,Termination of compulsory licence,General Administration,Provision relating to termination of compulsory licence.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-94,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-95,Patents Act,1970,Section,16,Section 95-98,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-95-98,IP-IN-ACT-1970,Verified via Official Index,Omitted provision.
IN-PA-99,Patents Act,1970,Section,17,Section 99,Meaning of use of invention for purposes of Government,Patentability Criteria,Provision relating to meaning of use of invention for purposes of government.,None,None,None,Critical,https://ipindia.gov.in/acts/patent-act-1970/section-99,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-100,Patents Act,1970,Section,17,Section 100,Power of Central Government to use inventions for purposes of Government,Patentability Criteria,Provision relating to power of central government to use inventions for purposes of government.,None,None,None,Critical,https://ipindia.gov.in/acts/patent-act-1970/section-100,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-101,Patents Act,1970,Section,17,Section 101,Rights of third parties in respect of use of invention for purposes of Government,Patentability Criteria,Provision relating to rights of third parties in respect of use of invention for purposes of government.,None,None,None,Critical,https://ipindia.gov.in/acts/patent-act-1970/section-101,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-102,Patents Act,1970,Section,17,Section 102,Acquisition of inventions and patents by the Central Government,Patentability Criteria,Provision relating to acquisition of inventions and patents by the central government.,None,None,None,Critical,https://ipindia.gov.in/acts/patent-act-1970/section-102,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-103,Patents Act,1970,Section,17,Section 103,Reference to High Court of disputes as to use for purposes of Government,General Administration,Provision relating to reference to high court of disputes as to use for purposes of government.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-103,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-104,Patents Act,1970,Section,18,Section 104,Jurisdiction,General Administration,Provision relating to jurisdiction.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-104,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-104A,Patents Act,1970,Section,18,Section 104A,Burden of proof in case of suits concerning infringement,General Administration,Provision relating to burden of proof in case of suits concerning infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-104a,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-105,Patents Act,1970,Section,18,Section 105,Power of court to make declaration as to non-infringement,General Administration,Provision relating to power of court to make declaration as to non-infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-105,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-106,Patents Act,1970,Section,18,Section 106,Power of court to grant relief in cases of groundless threats of infringement proceedings,Patent Prosecution,Provision relating to power of court to grant relief in cases of groundless threats of infringement proceedings.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-106,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-107,Patents Act,1970,Section,18,Section 107,"Defences, etc., in suits for infringement",General Administration,"Provision relating to defences, etc., in suits for infringement.",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-107,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-107A,Patents Act,1970,Section,18,Section 107A,Certain acts not to be considered as infringement,General Administration,Provision relating to certain acts not to be considered as infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-107a,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-108,Patents Act,1970,Section,18,Section 108,Reliefs in suit for infringement,General Administration,Provision relating to reliefs in suit for infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-108,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-109,Patents Act,1970,Section,18,Section 109,Right of exclusive licensee to take proceedings against infringement,General Administration,Provision relating to right of exclusive licensee to take proceedings against infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-109,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-110,Patents Act,1970,Section,18,Section 110,Right of licensee under section 84 to take proceedings against infringement,General Administration,Provision relating to right of licensee under section 84 to take proceedings against infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-110,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-111,Patents Act,1970,Section,18,Section 111,Restriction on power of court to grant damages or account of profits for infringement,Patent Prosecution,Provision relating to restriction on power of court to grant damages or account of profits for infringement.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-111,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-112,Patents Act,1970,Section,18,Section 112,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-112,IP-IN-ACT-1970,Verified via Official Index,Omitted provision.
IN-PA-113,Patents Act,1970,Section,18,Section 113,Certificate of validity of specification and costs of subsequent suits for infringement thereof,Patent Prosecution,Provision relating to certificate of validity of specification and costs of subsequent suits for infringement thereof.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-113,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-114,Patents Act,1970,Section,18,Section 114,Relief for infringement of partially valid specification,Patent Prosecution,Provision relating to relief for infringement of partially valid specification.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-114,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-115,Patents Act,1970,Section,18,Section 115,Scientific advisers,General Administration,Provision relating to scientific advisers.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-115,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-116,Patents Act,1970,Section,19,Section 116,Appellate Board,General Administration,Provision relating to appellate board.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-116,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117,Patents Act,1970,Section,19,Section 117,Staff of Appellate Board,General Administration,Provision relating to staff of appellate board.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117A,Patents Act,1970,Section,19,Section 117A,Appeals to Appellate Board,General Administration,Provision relating to appeals to appellate board.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117a,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117B,Patents Act,1970,Section,19,Section 117B,Procedure and powers of Appellate Board,General Administration,Provision relating to procedure and powers of appellate board.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117b,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117C,Patents Act,1970,Section,19,Section 117C,"Bar of jurisdiction of courts, etc.",General Administration,"Provision relating to bar of jurisdiction of courts, etc..",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117c,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117D,Patents Act,1970,Section,19,Section 117D,"Procedure for application for rectification, etc., before Appellate Board",General Administration,"Provision relating to procedure for application for rectification, etc., before appellate board.",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117d,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117E,Patents Act,1970,Section,19,Section 117E,Appearance of Controller in legal proceedings,General Administration,Provision relating to appearance of controller in legal proceedings.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117e,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117F,Patents Act,1970,Section,19,Section 117F,Costs of Controller in proceedings before Appellate Board,General Administration,Provision relating to costs of controller in proceedings before appellate board.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117f,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117G,Patents Act,1970,Section,19,Section 117G,Transfer of pending proceedings to Appellate Board,General Administration,Provision relating to transfer of pending proceedings to appellate board.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117g,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-117H,Patents Act,1970,Section,19,Section 117H,Power of Appellate Board to make rules,General Administration,Provision relating to power of appellate board to make rules.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-117h,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-118,Patents Act,1970,Section,20,Section 118,Contravention of secrecy provisions relating to certain inventions,Patentability Criteria,Provision relating to contravention of secrecy provisions relating to certain inventions.,None,None,None,Critical,https://ipindia.gov.in/acts/patent-act-1970/section-118,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-119,Patents Act,1970,Section,20,Section 119,"Falsification of entries in register, etc",General Administration,"Provision relating to falsification of entries in register, etc.",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-119,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-120,Patents Act,1970,Section,20,Section 120,Unauthorised claim of patent rights,General Administration,Provision relating to unauthorised claim of patent rights.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-120,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-121,Patents Act,1970,Section,20,Section 121,"Wrongful use of words ""patent office""",General Administration,"Provision relating to wrongful use of words ""patent office"".",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-121,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-122,Patents Act,1970,Section,20,Section 122,Refusal or failure to supply information,General Administration,Provision relating to refusal or failure to supply information.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-122,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-123,Patents Act,1970,Section,20,Section 123,Practice by non-registered patent agents,General Administration,Provision relating to practice by non-registered patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-123,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-124,Patents Act,1970,Section,20,Section 124,Offences by companies,General Administration,Provision relating to offences by companies.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-124,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-125,Patents Act,1970,Section,21,Section 125,Register of patent agents,General Administration,Provision relating to register of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-125,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-126,Patents Act,1970,Section,21,Section 126,Qualifications for registration as patent agents,General Administration,Provision relating to qualifications for registration as patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-126,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-127,Patents Act,1970,Section,21,Section 127,Rights of patent agents,General Administration,Provision relating to rights of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-127,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-128,Patents Act,1970,Section,21,Section 128,Subscription and verification of certain documents by patent agents.,General Administration,Provision relating to subscription and verification of certain documents by patent agents..,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-128,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-129,Patents Act,1970,Section,21,Section 129,Restrictions on practice as patent agents,General Administration,Provision relating to restrictions on practice as patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-129,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-130,Patents Act,1970,Section,21,Section 130,Removal from register of patent agents and restoration,General Administration,Provision relating to removal from register of patent agents and restoration.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-130,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-131,Patents Act,1970,Section,21,Section 131,Power of Controller to refuse to deal with certain agents,General Administration,Provision relating to power of controller to refuse to deal with certain agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-131,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-132,Patents Act,1970,Section,21,Section 132,Savings in respect of other persons authorised to act as agents,General Administration,Provision relating to savings in respect of other persons authorised to act as agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-132,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-133,Patents Act,1970,Section,22,Section 133,Convention countries,General Administration,Provision relating to convention countries.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-133,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-134,Patents Act,1970,Section,22,Section 134,Notification as to countries not providing for reciprocity,General Administration,Provision relating to notification as to countries not providing for reciprocity.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-134,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-135,Patents Act,1970,Section,22,Section 135,Convention applications,General Administration,Provision relating to convention applications.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-135,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-136,Patents Act,1970,Section,22,Section 136,Special provisions relating to convention application,General Administration,Provision relating to special provisions relating to convention application.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-136,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-137,Patents Act,1970,Section,22,Section 137,Multiple priorities,General Administration,Provision relating to multiple priorities.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-137,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-138,Patents Act,1970,Section,22,Section 138,Supplementary provisions as to convention applications,international/PCT applications,"Provisions detailing the requirements for convention applications, including the furnishing of copies of specifications filed in convention countries and translations if not in English.",Low,Low,Low,Medium,https://ipindia.gov.in/acts/patent-act-1970/section-138,IP-IN-ACT-1970,Verified via Official Index,Relevant for tracking international filings that may misappropriate traditional knowledge.
IN-PA-139,Patents Act,1970,Section,22,Section 139,Other provisions of Act to apply to convention applications,General Administration,Provision relating to other provisions of act to apply to convention applications.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-139,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-140,Patents Act,1970,Section,23,Section 140,Avoidance of certain restrictive conditions,General Administration,Provision relating to avoidance of certain restrictive conditions.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-140,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-141,Patents Act,1970,Section,23,Section 141,Determination of certain contracts,General Administration,Provision relating to determination of certain contracts.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-141,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-142,Patents Act,1970,Section,23,Section 142,Fees,General Administration,Provision relating to fees.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-142,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-143,Patents Act,1970,Section,23,Section 143,Restrictions upon publication of specification,Patent Prosecution,Provision relating to restrictions upon publication of specification.,None,None,None,High,https://ipindia.gov.in/acts/patent-act-1970/section-143,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-144,Patents Act,1970,Section,23,Section 144,Reports of examiners to be confidential,General Administration,Provision relating to reports of examiners to be confidential.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-144,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-145,Patents Act,1970,Section,23,Section 145,Publication of official journal,General Administration,Provision relating to publication of official journal.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-145,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-146,Patents Act,1970,Section,23,Section 146,Power of Controller to call for information from patentees,General Administration,Provision relating to power of controller to call for information from patentees.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-146,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-147,Patents Act,1970,Section,23,Section 147,"Evidence of entries, documents, etc.",General Administration,"Provision relating to evidence of entries, documents, etc..",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-147,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-148,Patents Act,1970,Section,23,Section 148,"Declaration by infant, lunatic etc",General Administration,"Provision relating to declaration by infant, lunatic etc.",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-148,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-149,Patents Act,1970,Section,23,Section 149,"Service of notices, etc., by post",General Administration,"Provision relating to service of notices, etc., by post.",None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-149,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-150,Patents Act,1970,Section,23,Section 150,Security for costs,General Administration,Provision relating to security for costs.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-150,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-151,Patents Act,1970,Section,23,Section 151,Transmission of orders of courts to Controller,General Administration,Provision relating to transmission of orders of courts to controller.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-151,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-152,Patents Act,1970,Section,23,Section 152,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-152,IP-IN-ACT-1970,Verified via Official Index,Omitted provision.
IN-PA-153,Patents Act,1970,Section,23,Section 153,Information relating to patents,General Administration,Provision relating to information relating to patents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-153,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-154,Patents Act,1970,Section,23,Section 154,Loss or destruction of patents,General Administration,Provision relating to loss or destruction of patents.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-154,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-155,Patents Act,1970,Section,23,Section 155,Reports of Controller to be placed before Parliament,General Administration,Provision relating to reports of controller to be placed before parliament.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-155,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-156,Patents Act,1970,Section,23,Section 156,Patent to bind Government,General Administration,Provision relating to patent to bind government.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-156,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-157,Patents Act,1970,Section,23,Section 157,Right of Government to sell or use forfeited articles,General Administration,Provision relating to right of government to sell or use forfeited articles.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-157,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-157A,Patents Act,1970,Section,23,Section 157A,Protection of security of India,General Administration,Provision relating to protection of security of india.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-157a,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-158,Patents Act,1970,Section,23,Section 158,Power of High Courts to make rules,General Administration,Provision relating to power of high courts to make rules.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-158,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-159,Patents Act,1970,Section,23,Section 159,Power of Central Government to make rules,General Administration,Provision relating to power of central government to make rules.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-159,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-160,Patents Act,1970,Section,23,Section 160,Rules to be placed before Parliament,General Administration,Provision relating to rules to be placed before parliament.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-160,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-161,Patents Act,1970,Section,23,Section 161,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-161,IP-IN-ACT-1970,Verified via Official Index,Omitted provision.
IN-PA-162,Patents Act,1970,Section,23,Section 162,Repeal of Act 2 of 1911 in so far as it relates to patents and savings,General Administration,Provision relating to repeal of act 2 of 1911 in so far as it relates to patents and savings.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-162,IP-IN-ACT-1970,Verified via Official Index,
IN-PA-163,Patents Act,1970,Section,23,Section 163,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-act-1970/section-163,IP-IN-ACT-1970,Verified via Official Index,Omitted provision.
IN-PR-1,Patents Rules,2003,Rule,1,Rule 1,Short title and commencement,General Administration,Provision relating to short title and commencement.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-1-2,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-2,Patents Rules,2003,Rule,1,Rule 2,Definitions,General Administration,Provision relating to definitions.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-2,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-3,Patents Rules,2003,Rule,1,Rule 3,Prescribed particulars,General Administration,Provision relating to prescribed particulars.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-3,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-4,Patents Rules,2003,Rule,1,Rule 4,Appropriate office,General Administration,Provision relating to appropriate office.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-4,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-5,Patents Rules,2003,Rule,1,Rule 5,Address for service,General Administration,Provision relating to address for service.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-5,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-6,Patents Rules,2003,Rule,1,Rule 6,Leaving and serving documents,General Administration,Provision relating to leaving and serving documents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-6,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-7,Patents Rules,2003,Rule,1,Rule 7,Fees,General Administration,Provision relating to fees.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-7,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-8,Patents Rules,2003,Rule,1,Rule 8,Forms,General Administration,Provision relating to forms.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-8,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-9,Patents Rules,2003,Rule,1,Rule 9,"Filing of documents and copies, etc.",General Administration,"Provision relating to filing of documents and copies, etc..",None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-8-2,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-10,Patents Rules,2003,Rule,2,Rule 10,Period within which proof of the right under section 7(2) to make the application shall be furnished,General Administration,Provision relating to period within which proof of the right under section 7(2) to make the application shall be furnished.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-10,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-11,Patents Rules,2003,Rule,2,Rule 11,Order of recording applications,General Administration,Provision relating to order of recording applications.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-11,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-12,Patents Rules,2003,Rule,2,Rule 12,Statement and undertaking regarding foreign applications,General Administration,Provision relating to statement and undertaking regarding foreign applications.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-12,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-13,Patents Rules,2003,Rule,2,Rule 13,Specifications,Patent Prosecution,Provision relating to specifications.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-13,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-14,Patents Rules,2003,Rule,2,Rule 14,Amendments to Specifications,Patent Prosecution,Provision relating to amendments to specifications.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-14,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-15,Patents Rules,2003,Rule,2,Rule 15,Drawings,General Administration,Provision relating to drawings.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-15,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-16,Patents Rules,2003,Rule,2,Rule 16,Models,General Administration,Provision relating to models.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-16,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-17,Patents Rules,2003,Rule,3,Rule 17,Definitions,General Administration,Provision relating to definitions.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-17,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-18,Patents Rules,2003,Rule,3,Rule 18,Appropriate office in relation to international applications,General Administration,Provision relating to appropriate office in relation to international applications.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-18,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19,Patents Rules,2003,Rule,3,Rule 19,International applications filed with appropriate office as receiving office,General Administration,Provision relating to international applications filed with appropriate office as receiving office.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19,IP-IN-RULES-2003,Verified via Official Index,
